anime_id,name,genre,type,episodes,rating,members,cluster
30869,Ajin Part 2: Shoutotsu,"['Action', 'Horror', 'Mystery', 'Seinen', 'Supernatural']",Movie,1,7.51,11377,3
1536,Busou Renkin,"['Action', 'Comedy', 'Fantasy', 'School', 'Shounen', 'Supernatural']",TV,26,7.51,104607,3
1475,City Hunter: Bay City Wars,"['Action', 'Comedy', 'Mystery', 'Shounen']",Movie,1,7.51,2969,3
13837,Detective Conan Bonus File: Fantasista Flower,"['Comedy', 'Mystery', 'Police', 'Shounen', 'Sports']",OVA,1,7.51,4596,4
10703,Detective Conan OVA 11: A Secret Order from London,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",OVA,1,7.51,5985,4
2672,Doraemon Movie 05: Nobita no Makai Daibouken,['Fantasy'],Movie,1,7.51,1321,3
23311,Garo: Honoo no Kokuin,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",TV,24,7.51,64214,1
1852,Hidamari Sketch,"['Comedy', 'School', 'Slice of Life']",TV,12,7.51,42998,3
2228,Honoo no Toukyuuji: Dodge Danpei,"['Comedy', 'Sports']",TV,47,7.51,2214,3
15591,Joshiraku OVA,"['Comedy', 'Slice of Life']",OVA,1,7.51,9358,3
1808,Kamichama Karin,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'School', 'Shoujo']",TV,26,7.51,30747,3
489,Kamichu!,"['Comedy', 'Drama', 'Slice of Life', 'Supernatural']",TV,12,7.51,33053,3
2286,Little Nemo,"['Adventure', 'Fantasy']",Movie,1,7.51,4886,3
2954,Maria-sama ga Miteru 3rd Specials,['Comedy'],Special,5,7.51,5072,3
3469,Maria-sama ga Miteru: Haru Specials,"['Drama', 'Romance', 'School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",Special,6,7.51,5554,2
8460,Mirai Nikki,"['Action', 'Shounen', 'Supernatural']",OVA,1,7.51,114217,3
2929,Moonlight Mile 2nd Season: Touch Down,"['Adventure', 'Drama', 'Sci-Fi', 'Space']",TV,14,7.51,2758,7
31,Neon Genesis Evangelion: Death &amp; Rebirth,"['Drama', 'Mecha', 'Psychological', 'Sci-Fi']",Movie,1,7.51,102093,4
1212,Oban Star-Racers,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,26,7.51,24156,7
11179,Papa no Iukoto wo Kikinasai!,"['Comedy', 'Romance', 'Slice of Life']",TV,12,7.51,97674,3
9959,Raiyantsuuri no Uta,"['Drama', 'Historical']",Movie,1,7.51,465,3
12067,Rurouni Kenshin Special,"['Action', 'Historical', 'Romance', 'Samurai']",Special,1,7.51,9173,1
2903,Sakigake!! Otokojuku,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']",TV,34,7.51,4740,1
2254,Sentou Mecha Xabungle,"['Mecha', 'Military', 'Sci-Fi', 'Shounen']",TV,50,7.51,1518,7
960,Shin Chou Kyou Ryo: Condor Hero II,"['Adventure', 'Drama', 'Historical', 'Romance']",TV,26,7.51,2151,3
1577,Taiho Shichau zo,"['Action', 'Comedy', 'Police', 'Seinen']",OVA,4,7.51,8557,4
5667,To LOVE-Ru OVA,"['Comedy', 'Ecchi', 'Harem', 'School', 'Sci-Fi', 'Shounen']",OVA,6,7.51,79923,8
4189,Winter Sonata,"['Drama', 'Romance']",TV,26,7.51,13582,3
33094,WWW.Working!!,"['Comedy', 'Slice of Life']",TV,13,7.51,40779,3
21435,Yama no Susume Second Season,"['Adventure', 'Comedy', 'Slice of Life']",TV,24,7.51,11413,3
11701,Another: The Other - Inga,"['Horror', 'Mystery', 'Thriller']",OVA,1,7.5,86261,4
1589,Bartender,"['Drama', 'Seinen', 'Slice of Life']",TV,11,7.5,44394,3
9340,Cheburashka,['Comedy'],Movie,1,7.5,545,3
7972,Chi&#039;s Sweet Home OVA,"['Comedy', 'Kids', 'Slice of Life']",OVA,1,7.5,4852,3
2817,Cinderella Monogatari,"['Adventure', 'Fantasy', 'Kids', 'Romance']",TV,26,7.5,3560,3
19163,Date A Live II,"['Comedy', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']",TV,10,7.5,186187,8
1684,Dotto Koni-chan,['Comedy'],TV,26,7.5,1397,3
9135,Fullmetal Alchemist: The Sacred Star of Milos,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",Movie,1,7.5,87944,7
25183,Gangsta.,"['Action', 'Drama', 'Seinen']",TV,12,7.5,210752,3
23703,Gatchaman Crowds: Embrace,"['Adventure', 'Sci-Fi']",Special,1,7.5,10757,3
10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),"['Comedy', 'Mecha', 'Sci-Fi']",TV,12,7.5,7582,7
1825,Hadashi no Gen 2,"['Drama', 'Historical', 'Shounen']",Movie,1,7.5,4910,3
31158,Hetalia: The World Twinkle Specials,"['Comedy', 'Historical', 'Parody']",Special,3,7.5,2505,3
31665,Hibike! Euphonium: Kakedasu Monaka,"['Drama', 'Music', 'School']",Special,1,7.5,17770,0
2204,Karakuri Zoushi Ayatsuri Sakon,"['Horror', 'Mystery', 'Thriller']",TV,26,7.5,6197,4
1691,Kaze no Stigma,"['Action', 'Fantasy', 'Magic', 'Romance', 'Shounen']",TV,24,7.5,205338,3
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,"['Mystery', 'Shounen']",TV,22,7.5,3676,3
31952,Kono Bijutsubu ni wa Mondai ga Aru!,"['Comedy', 'Romance', 'School']",TV,12,7.5,69088,3
1426,Lupin III: Part III,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,50,7.5,6883,3
10624,Mardock Scramble: The Second Combustion,"['Action', 'Psychological', 'Sci-Fi']",Movie,1,7.5,23866,4
520,Marmalade Boy Movie,"['Romance', 'Shoujo']",Movie,1,7.5,5641,3
3342,Mnemosyne: Mnemosyne no Musume-tachi,"['Action', 'Horror', 'Sci-Fi', 'Shoujo Ai', 'Supernatural']",TV,6,7.5,96092,2
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']",Movie,1,7.5,83515,1
27787,Nisekoi:,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",TV,12,7.5,180686,8
3965,Nodame Cantabile Special,"['Comedy', 'Josei', 'Romance', 'Slice of Life']",Special,1,7.5,19570,5
32051,One Piece: Adventure of Nebulandia,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",Special,1,7.5,9777,1
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"['Action', 'Adventure', 'Comedy', 'Martial Arts', 'Shounen', 'Supernatural']",Movie,1,7.5,9597,1
13429,Sakasama no Patema: Beginning of the Day,['Sci-Fi'],Special,4,7.5,16933,3
399,Seikai no Senki Special,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",Special,1,7.5,2216,7
5947,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,['Comedy'],OVA,1,7.5,19219,3
8115,Uchuu Show e Youkoso,"['Adventure', 'Fantasy', 'Space']",Movie,1,7.5,11368,7
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,"['Action', 'Adventure', 'Comedy', 'Shounen', 'Supernatural']",OVA,4,7.5,6166,3
7870,Baka to Test to Shoukanjuu Specials,"['Comedy', 'Magic', 'School']",Special,6,7.49,29923,3
10396,Ben-To,"['Action', 'Comedy', 'Martial Arts']",TV,12,7.49,146570,1
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"['Action', 'Horror', 'Mystery', 'Psychological']",TV,13,7.49,298550,4
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"['Comedy', 'Seinen', 'Slice of Life']",TV,13,7.49,73285,3
501,Doraemon,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",TV,26,7.49,9366,3
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"['Fantasy', 'Magic', 'Shounen']",Special,1,7.49,34230,3
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"['Shounen', 'Sports', 'Super Power']",Movie,1,7.49,6392,3
1878,Kaze no Shoujo Emily,"['Drama', 'Historical', 'Shoujo']",TV,26,7.49,2881,3
9213,Kowarekake no Orgel,"['Drama', 'Music', 'Sci-Fi', 'Slice of Life']",OVA,1,7.49,24876,0
16353,Love Lab,"['Comedy', 'Romance', 'School']",TV,13,7.49,79493,3
30829,Love Live! School Idol Project 2nd Season Recap,"['Music', 'School', 'Slice of Life']",OVA,1,7.5,3213,0
3268,Mai-Otome 0: S.ifr,['Sci-Fi'],OVA,3,7.49,11171,3
2460,Maison Ikkoku: Kanketsu-hen,"['Comedy', 'Drama', 'Romance']",Movie,1,7.49,3109,3
2253,Mazinger Z,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",TV,92,7.49,5746,7
1238,One Piece: Mamore! Saigo no Dai Butai,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",Special,1,7.49,16495,3
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"['Comedy', 'Seinen', 'Slice of Life']",TV,12,7.49,321477,3
6896,Pandora Hearts Specials,['Comedy'],Special,9,7.49,32103,3
11835,Qin Shiming Yue Zhi: Zhu Zi Bai Jia,"['Action', 'Fantasy', 'Historical', 'Martial Arts']",TV,34,7.49,369,1
16123,Saki Zenkoku-hen,"['Game', 'School', 'Slice of Life']",TV,13,7.49,19010,3
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,['Mystery'],TV,12,7.49,99665,3
15751,Senyuu.,"['Action', 'Comedy', 'Fantasy', 'Parody', 'Shounen']",TV,13,7.49,56815,3
6572,Shakugan no Shana S,"['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']",OVA,4,7.49,53129,3
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"['Drama', 'Mecha', 'Military', 'Sci-Fi']",OVA,1,7.49,2049,7
560,Soukyuu no Fafner: Right of Left - Single Program,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",Special,1,7.49,9482,7
23725,Strike Witches: Operation Victory Arrow,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",OVA,3,7.49,11203,7
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","['Comedy', 'Drama', 'Slice of Life']",Special,1,7.49,2770,3
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"['Comedy', 'Harem', 'Romance', 'Sci-Fi', 'Shounen']",OVA,1,7.49,8812,8
10629,Tibet Inu Monogatari,['Adventure'],Movie,1,7.49,2647,3
2820,Time Travel Tondekeman!,"['Action', 'Adventure', 'Comedy', 'Kids']",TV,39,7.49,957,3
113,Uchuu no Stellvia,"['Action', 'Romance', 'Sci-Fi', 'Space']",TV,26,7.49,15471,7
970,Yokoyama Mitsuteru Sangokushi,"['Adventure', 'Historical']",TV,47,7.49,2849,3
18177,Yowamushi Pedal: Special Ride,"['Comedy', 'Drama', 'Shounen', 'Sports']",OVA,1,7.49,10737,3
2548,Ai no Wakakusa Monogatari,"['Drama', 'Historical', 'Slice of Life']",TV,48,7.48,3334,3
101,Air,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,13,7.48,188861,3
103,Akazukin Chacha,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",TV,74,7.48,7581,3
15927,Carnival Phantasm: HibiChika Special,"['Comedy', 'Supernatural']",Special,1,7.48,14893,3
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"['Drama', 'Historical', 'Kids', 'Romance', 'Samurai']",Movie,1,7.48,1478,1
6880,Deadman Wonderland,"['Action', 'Horror', 'Sci-Fi']",TV,12,7.48,453454,3
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"['Adventure', 'Shounen', 'Supernatural']",Movie,1,7.48,6442,3
476,Ginban Kaleidoscope,"['Drama', 'Romance', 'Sports']",TV,12,7.48,29837,3
14811,GJ-bu,"['Comedy', 'School', 'Slice of Life']",TV,12,7.48,83838,3
242,Gokusen,"['Comedy', 'Drama', 'Josei', 'School', 'Slice of Life']",TV,13,7.48,22009,5
9931,Happy Birthday: Inochi Kagayaku Toki,"['Drama', 'Kids', 'Slice of Life']",Movie,1,7.48,1356,3
33241,Honobono Log,"['Romance', 'Slice of Life']",TV,10,7.48,9053,3
31499,Huyao Xiao Hongniang,"['Comedy', 'Romance']",ONA,13,7.48,2696,3
9938,Ikoku Meiro no Croisée The Animation,"['Historical', 'Seinen', 'Slice of Life']",TV,12,7.48,38652,3
822,Initial D Extra Stage,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",OVA,2,7.48,15363,6
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen']",Movie,1,7.48,2941,3
2927,Kimikiss Pure Rouge,"['Drama', 'Romance', 'School']",TV,24,7.48,58211,3
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"['Comedy', 'School', 'Slice of Life']",OVA,1,7.48,17204,3
1419,Lupin III: Kutabare! Nostradamus,"['Action', 'Adventure', 'Comedy', 'Shounen']",Movie,1,7.48,4383,3
158,Maria-sama ga Miteru,"['Drama', 'Romance', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",TV,13,7.48,33989,2
1190,Prince of Tennis: A Day on Survival Mountain,"['Adventure', 'Comedy', 'Shounen', 'Sports']",OVA,1,7.48,11817,3
23421,Re:␣Hamatora,"['Comedy', 'Mystery', 'Super Power']",TV,12,7.48,73903,3
5984,Ristorante Paradiso,"['Drama', 'Josei', 'Romance', 'Slice of Life']",TV,11,7.48,22229,5
10464,Seitokai no Ichizon Lv.2,"['Comedy', 'Harem', 'Parody', 'School']",ONA,10,7.48,41169,8
10483,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","['Action', 'Historical', 'Samurai']",Special,1,7.47,4955,1
4715,Shigofumi Special,"['Drama', 'Fantasy', 'Psychological', 'Thriller']",Special,1,7.48,11797,4
2978,Shin Getter Robo,"['Action', 'Adventure', 'Demons', 'Horror', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,13,7.48,4603,1
8726,Soredemo Machi wa Mawatteiru,"['Comedy', 'Slice of Life']",TV,12,7.48,31906,3
3125,Tokimeki Tonight,"['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Vampire']",TV,34,7.48,3057,1
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"['Comedy', 'School', 'Shounen']",Special,1,7.48,7170,3
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"['Comedy', 'Kids', 'Supernatural']",Movie,1,7.48,1034,3
25755,Yowamushi Pedal: Re:RIDE,"['Drama', 'Shounen', 'Sports']",Movie,1,7.48,4749,3
30790,Yowamushi Pedal: Re:ROAD,"['Drama', 'Shounen', 'Sports']",Movie,1,7.48,3088,3
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho,"['Action', 'Adventure', 'Shounen', 'Supernatural']",OVA,2,7.48,6352,3
763,Zoids,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",TV,67,7.48,27614,7
656,Air in Summer,"['Comedy', 'Drama', 'Historical', 'Romance', 'Supernatural']",Special,2,7.47,29514,3
2969,Appleseed Saga Ex Machina,"['Action', 'Mecha', 'Military', 'Sci-Fi']",Movie,1,7.47,28365,7
6676,Asura Cryin&#039; 2,"['Action', 'Mecha', 'Supernatural']",TV,13,7.47,43725,7
25731,Cross Ange: Tenshi to Ryuu no Rondo,"['Action', 'Mecha', 'Sci-Fi']",TV,25,7.47,75807,7
23383,D-Frag! OVA,"['Comedy', 'Game', 'Seinen']",OVA,1,7.47,28116,3
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",OVA,1,7.47,5369,4
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"['Adventure', 'Comedy', 'Kids', 'Sci-Fi']",Movie,1,7.47,1269,3
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",Movie,1,7.47,787,3
20509,Fate/kaleid liner Prisma☆Illya 2wei!,"['Action', 'Comedy', 'Fantasy', 'Magic']",TV,10,7.47,56859,3
344,Futatsu no Spica,"['Drama', 'School', 'Sci-Fi', 'Supernatural']",TV,20,7.47,5894,3
18229,Gatchaman Crowds,"['Adventure', 'Sci-Fi']",TV,12,7.47,107513,3
21039,Gatchaman Crowds Insight,"['Adventure', 'Sci-Fi']",TV,12,7.47,41220,3
31324,Grisaia no Meikyuu Special,['Ecchi'],Special,1,7.47,16648,3
4551,Hakushaku to Yousei,"['Adventure', 'Fantasy', 'Historical', 'Magic']",TV,12,7.47,63915,3
27969,Hana to Alice: Satsujin Jiken,"['Drama', 'Mystery', 'Slice of Life']",Movie,1,7.47,9766,3
7337,"Hetalia Axis Powers Movie: Paint it, White","['Comedy', 'Historical', 'Parody']",Movie,1,7.47,36986,3
12729,High School DxD OVA,"['Comedy', 'Demons', 'Ecchi', 'Romance', 'School']",OVA,2,7.47,91154,1
20853,Hitsugi no Chaika,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",TV,12,7.47,164510,3
666,JoJo no Kimyou na Bouken,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Shounen', 'Supernatural', 'Vampire']",OVA,6,7.47,24523,1
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,"['Comedy', 'School', 'Shounen', 'Sports']",Special,1,7.47,8011,3
633,Legend of Basara,"['Adventure', 'Drama', 'Romance', 'Shoujo']",TV,13,7.47,6033,3
1590,Legendz: Yomigaeru Ryuuou Densetsu,"['Action', 'Adventure', 'Comedy', 'Fantasy']",TV,50,7.47,1370,3
1439,Lupin III: Walther P-38,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']",Special,1,7.47,3134,3
10050,Macross F Music Clip Shuu: Nyankuri,['Music'],Music,1,7.47,3010,0
1064,Mazinkaiser,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,7,7.47,4681,7
2488,Mei to Koneko Bus,"['Adventure', 'Fantasy']",Special,1,7.47,7714,3
14575,Minami-ke Omatase,"['Comedy', 'Slice of Life']",OVA,1,7.47,15050,3
84,Mobile Suit Gundam 0083: Stardust Memory,"['Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,13,7.47,20238,7
17505,Mushibugyou,"['Action', 'Fantasy', 'Historical', 'Martial Arts', 'Samurai', 'Shounen', 'Super Power']",TV,26,7.47,40155,1
1655,Nerima Daikon Brothers,"['Comedy', 'Music']",TV,12,7.47,5374,0
23673,Ookami Shoujo to Kuro Ouji,"['Comedy', 'Romance', 'School', 'Shoujo']",TV,12,7.47,145439,3
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,"['Kids', 'Magic', 'Shoujo']",Movie,1,7.47,1570,3
815,"Prince of Tennis: The Two Samurai, The First Game","['Action', 'Shounen', 'Sports']",Movie,1,7.47,14249,3
17137,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,"['Adventure', 'Drama', 'Fantasy', 'Shoujo']",OVA,1,7.47,1313,3
7662,Shinrei Tantei Yakumo,"['Horror', 'Mystery', 'Shoujo', 'Supernatural']",TV,13,7.47,78952,3
2942,Sketchbook: Full Color&#039;s,"['Comedy', 'Slice of Life']",TV,13,7.47,17360,3
1764,Slam Dunk (Movie),"['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life', 'Sports']",Movie,1,7.47,8750,3
1170,Slayers Special,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",OVA,3,7.47,12820,3
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Seinen', 'Space']",OVA,13,7.47,3499,7
4884,Tales of the Abyss,"['Adventure', 'Drama', 'Fantasy']",TV,26,7.47,74901,3
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",Special,1,7.47,24618,7
20977,Tonari no Seki-kun OVA,"['Comedy', 'School', 'Seinen']",OVA,1,7.47,20774,3
5332,Toshokan Sensou: Koi no Shougai,"['Action', 'Comedy', 'Drama', 'Military', 'Romance']",Special,1,7.47,6581,7
1744,Wagamama☆Fairy Mirumo de Pon!,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids', 'Magic', 'Romance', 'School', 'Shoujo']",TV,172,7.47,8713,3
8457,Yozakura Quartet: Hoshi no Umi,"['Action', 'Comedy', 'Magic', 'Shounen', 'Super Power', 'Supernatural']",OVA,3,7.47,22065,1
878,Zegapain,"['Action', 'Mecha', 'Romance', 'Sci-Fi']",TV,26,7.47,20644,7
4038,Zettai Karen Children,"['Action', 'Comedy', 'Shounen', 'Supernatural']",TV,51,7.47,25876,3
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"['Romance', 'School']",Movie,1,7.47,35058,3
4970,Afro Samurai: Resurrection,"['Action', 'Adventure', 'Samurai']",Movie,1,7.46,51064,1
1078,Cardcaptor Sakura: Leave It to Kero-chan,['Comedy'],Movie,1,7.46,20410,3
4138,Chiisana Pengin: Lolo no Bouken,"['Adventure', 'Drama', 'Fantasy', 'Kids', 'Slice of Life']",OVA,3,7.46,1459,3
5593,Dogs: Bullets &amp; Carnage,"['Action', 'Seinen']",OVA,4,7.46,44826,3
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",Movie,1,7.46,1272,3
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']",Movie,1,7.46,1204,3
408,Final Fantasy VII: Last Order,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",OVA,1,7.46,48041,3
32696,Fukigen na Mononokean,"['Comedy', 'Supernatural']",TV,13,7.46,44786,3
551,Grappler Baki: Saidai Tournament-hen,"['Action', 'Martial Arts', 'Shounen', 'Sports']",TV,24,7.46,13584,1
32648,Handa-kun,"['Comedy', 'Shounen', 'Slice of Life']",TV,12,7.46,69621,3
15225,Hentai Ouji to Warawanai Neko.,"['Comedy', 'Harem', 'Romance', 'School', 'Seinen', 'Supernatural']",TV,12,7.46,201735,8
8074,Highschool of the Dead,"['Action', 'Ecchi', 'Horror', 'Supernatural']",TV,12,7.46,535892,3
6064,Higurashi no Naku Koro ni Kai Specials,"['Comedy', 'Parody']",Special,24,7.46,28216,3
483,Kurau Phantom Memory,"['Action', 'Drama', 'Sci-Fi', 'Space', 'Super Power']",TV,24,7.46,17463,7
10628,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Magic', 'School', 'Shounen']",OVA,1,7.46,5091,3
1972,Meitantei Holmes,"['Adventure', 'Comedy', 'Mystery']",TV,26,7.46,3985,3
5273,Miracle Giants Doumu-kun,['Sports'],TV,49,7.46,680,3
1288,Mobile Police Patlabor,"['Comedy', 'Mecha', 'Police', 'Sci-Fi']",OVA,7,7.46,8516,4
2269,Mobile Suit Gundam Seed Special Edition,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Special,3,7.46,7118,7
601,Nekojiru-sou,"['Comedy', 'Dementia', 'Psychological']",OVA,1,7.46,34568,4
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",Movie,1,7.46,33028,3
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",Movie,1,7.46,78876,3
10862,Prince of Tennis: Pairpuri,"['Comedy', 'Drama', 'Shounen', 'Sports']",Special,8,7.46,3315,3
710,Rec,"['Comedy', 'Drama', 'Romance']",TV,9,7.46,68951,3
10334,Rurouni Kenshin Recap,"['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai']",Special,1,7.46,4527,1
20709,Sabagebu!,"['Action', 'Comedy', 'Military', 'Shoujo']",TV,12,7.46,67306,7
15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","['Action', 'Music', 'Sci-Fi']",TV,13,7.46,25750,0
21573,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"['Action', 'Music', 'Sci-Fi']",TV,13,7.46,17466,0
1815,Shakugan no Shana Movie,"['Action', 'Fantasy', 'Supernatural']",Movie,1,7.46,43962,3
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,"['Fantasy', 'Kids', 'Magic', 'Shoujo']",Movie,1,7.46,2123,3
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",Movie,1,7.46,8266,7
198,Speed Grapher,"['Action', 'Mystery', 'Super Power']",TV,24,7.46,64627,3
23319,"Suisei no Gargantia: Meguru Kouro, Haruka","['Action', 'Adventure', 'Mecha', 'Sci-Fi']",OVA,2,7.46,20151,7
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,"['Comedy', 'Harem', 'Music', 'Romance', 'School', 'Shoujo']",Special,1,7.46,13903,8
2009,Yawara! Special: Zutto Kimi no Koto ga... .,"['Action', 'Comedy', 'Drama', 'Martial Arts', 'Slice of Life', 'Sports']",Special,1,7.46,855,1
9611,Aa! Megami-sama! (2011),"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",OVA,3,7.45,12872,3
50,Aa! Megami-sama! (TV),"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",TV,24,7.45,96694,3
31771,Amanchu!,"['Comedy', 'School', 'Shounen', 'Slice of Life']",TV,12,7.45,40481,3
2986,Bamboo Blade,"['Comedy', 'School', 'Seinen', 'Sports']",TV,26,7.45,61649,3
3076,Bishoujo Senshi Sailor Moon SuperS Special,"['Magic', 'Romance', 'Shoujo']",Special,3,7.45,12317,3
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,['Drama'],Special,4,7.45,3174,3
1614,Captain Tsubasa: Road to 2002,"['Action', 'Shounen', 'Sports']",TV,52,7.45,19746,3
15109,Cuticle Tantei Inaba,"['Action', 'Comedy', 'Mystery', 'Shounen', 'Supernatural']",TV,12,7.45,50019,3
5684,Fresh Precure!,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo', 'Slice of Life']",TV,50,7.45,7004,3
908,Fullmetal Alchemist: Premium Collection,"['Comedy', 'Fantasy', 'Shounen']",OVA,3,7.45,44313,3
505,Fushigiboshi no☆Futagohime,"['Comedy', 'Magic', 'Shoujo']",TV,51,7.45,5074,3
15863,Ginga Kikoutai Majestic Prince,"['Action', 'Mecha', 'School', 'Sci-Fi', 'Seinen', 'Space']",TV,24,7.45,35196,7
246,Groove Adventure Rave,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",TV,51,7.45,56353,3
18835,Hakuouki Reimeiroku Tokuten Disc,"['Action', 'Josei', 'Supernatural']",OVA,2,7.46,2178,5
